sale_id,store_id,product_id,date_id,quantity_sold,revenue,cost,profit
208,1,25,328,2,430.96,218.78,212.18
209,1,17,1,4,9028.24,6616.77,2411.47
210,4,19,145,5,7206.6,3609.52,3597.08
211,3,23,339,3,6021.48,4805.87,1215.61
212,5,28,118,1,2098.65,1656.7,441.95
213,3,1,79,3,4398.42,2937.05,1461.37
214,5,28,337,1,2098.65,1398.07,700.58
215,2,14,3,3,4884.66,3856.6,1028.06
216,4,11,226,3,5056.8,3578.56,1478.24
217,5,2,341,4,6701.24,4685.36,2015.88
218,1,2,287,5,8376.55,4558.96,3817.59
219,4,7,118,2,3649.58,2914.55,735.03
220,4,13,324,2,5123.24,3867.19,1256.05
221,4,4,76,2,4751.9,3201.05,1550.85
222,5,29,211,4,4516.52,3410.07,1106.45
223,4,24,252,2,869.5,687.88,181.62
224,3,17,45,1,2257.06,1209.75,1047.31
225,2,3,25,3,3274.8,2513.19,761.61
226,1,29,151,5,5645.65,3818.2,1827.45
227,2,16,314,1,1867.04,1078.99,788.05
228,2,4,189,2,4751.9,3124.92,1626.98
229,1,21,290,3,3230.34,1810.62,1419.72
230,1,19,3,2,2882.64,2256.94,625.7
231,2,11,345,3,5056.8,2963.7,2093.1
232,2,27,191,2,5665.46,3302.25,2363.21
233,2,6,339,4,2876.04,1493.21,1382.83
234,2,27,149,5,14163.65,11116.9,3046.75
235,5,3,194,2,2183.2,1481.47,701.73
236,4,7,3,3,5474.37,3168.96,2305.41
237,1,24,295,5,2173.75,1218.3,955.45
238,5,6,162,3,2157.03,1496.07,660.96
239,5,6,179,2,1438.02,939.25,498.77
240,3,25,131,4,861.92,579.88,282.04
241,3,25,355,2,430.96,238.62,192.34
242,4,24,357,2,869.5,505.7,363.8
243,3,4,117,5,11879.75,5944.9,5934.85
244,1,20,282,5,9616.75,5906.98,3709.77
245,5,26,194,4,3363.24,2380.65,982.59
246,3,5,69,1,2819.6,1436.5,1383.1
247,1,10,287,2,2838.0,1989.29,848.71
248,5,4,289,1,2375.95,1265.86,1110.09
249,4,14,280,1,1628.22,1145.52,482.7
250,3,18,1,5,4093.6,2713.4,1380.2
251,4,30,308,4,2254.6,1662.43,592.17
252,5,28,287,2,4197.3,3343.53,853.77
253,2,19,284,2,2882.64,1589.03,1293.61
254,1,7,346,1,1824.79,987.64,837.15
255,1,4,45,3,7127.85,3961.63,3166.22
256,2,2,98,2,3350.62,2287.68,1062.94
257,4,22,142,5,14304.05,9061.31,5242.74
258,4,18,43,2,1637.44,1038.22,599.22
259,5,4,230,4,9503.8,7416.16,2087.64
260,4,3,63,2,2183.2,1582.5,600.7
261,1,2,146,4,6701.24,5048.57,1652.67
262,2,19,61,3,4323.96,3394.18,929.78
263,5,24,89,5,2173.75,1734.64,439.11
264,4,11,177,2,3371.2,2256.4,1114.8
265,5,21,322,4,4307.12,2732.29,1574.83
266,2,28,29,2,4197.3,2258.34,1938.96
267,3,8,332,5,3842.85,2385.31,1457.54
268,2,3,309,4,4366.4,2319.37,2047.03
269,4,29,146,2,2258.26,1269.21,989.05
270,4,9,327,4,11833.84,6757.62,5076.22
271,4,2,136,4,6701.24,4140.95,2560.29
272,2,9,218,5,14792.3,9360.17,5432.13
273,4,1,223,4,5864.56,4326.93,1537.63
274,5,30,218,4,2254.6,1683.96,570.64
275,4,7,26,3,5474.37,4037.01,1437.36
276,2,8,74,4,3074.28,1549.13,1525.15
277,1,10,141,5,7095.0,4659.5,2435.5
278,2,13,159,5,12808.1,9125.01,3683.09
279,4,8,53,1,768.57,428.57,340.0
280,5,11,288,4,6742.4,3637.41,3104.99
281,4,21,109,4,4307.12,2660.43,1646.69
282,5,10,356,3,4257.0,2914.91,1342.09
283,5,26,209,3,2522.43,1711.71,810.72
284,3,13,249,3,7684.86,5028.7,2656.16
285,1,9,216,5,14792.3,11614.86,3177.44
286,3,3,167,2,2183.2,1138.56,1044.64
287,4,15,311,5,1181.05,712.83,468.22
288,1,13,2,5,12808.1,8328.87,4479.23
289,3,24,356,4,1739.0,1237.06,501.94
290,5,11,96,1,1685.6,1238.08,447.52
291,4,1,215,4,5864.56,3425.71,2438.85
292,3,10,155,1,1419.0,808.17,610.83
293,4,28,221,4,8394.6,6381.11,2013.49
294,5,10,79,5,7095.0,4379.17,2715.83
295,4,12,276,4,6373.92,3815.55,2558.37
296,1,28,220,5,10493.25,8282.96,2210.29
297,2,6,220,2,1438.02,1071.88,366.14
298,5,25,184,1,215.48,123.86,91.62
299,5,12,132,2,3186.96,1594.17,1592.79
300,3,5,87,1,2819.6,2160.21,659.39
301,5,19,238,5,7206.6,4851.01,2355.59
302,4,16,161,3,5601.12,3505.94,2095.18
303,4,14,37,2,3256.44,2535.61,720.83
304,4,17,139,1,2257.06,1541.35,715.71
305,5,25,306,5,1077.4,602.77,474.63
306,5,14,362,2,3256.44,2058.54,1197.9
307,3,7,290,2,3649.58,2732.5,917.08
308,1,29,65,3,3387.39,2399.07,988.32
309,1,24,112,3,1304.25,898.47,405.78
310,5,19,26,3,4323.96,2883.76,1440.2
311,4,18,118,5,4093.6,2858.33,1235.27
312,4,15,308,4,944.84,630.76,314.08
313,1,16,348,3,5601.12,3284.11,2317.01
314,2,25,278,4,861.92,483.98,377.94
315,4,30,267,2,1127.3,729.12,398.18
316,3,19,162,1,1441.32,1021.86,419.46
317,1,17,289,4,9028.24,5002.76,4025.48
318,4,17,358,3,6771.18,4820.97,1950.21
319,3,6,193,4,2876.04,2208.07,667.97
320,2,27,164,3,8498.19,6411.58,2086.61
321,4,27,24,2,5665.46,3239.69,2425.77
322,5,26,194,5,4204.05,2993.67,1210.38
323,3,26,12,3,2522.43,1868.81,653.62
324,5,3,352,5,5458.0,3706.86,1751.14
325,2,10,101,1,1419.0,903.96,515.04
326,3,20,158,3,5770.05,3510.65,2259.4
327,1,27,60,5,14163.65,10165.84,3997.81
328,5,17,209,4,9028.24,6744.31,2283.93
329,1,9,297,4,11833.84,6303.56,5530.28
330,1,7,276,2,3649.58,2134.15,1515.43
331,3,8,265,3,2305.71,1317.6,988.11
332,4,20,334,1,1923.35,1067.27,856.08
333,2,27,262,1,2832.73,1510.62,1322.11
334,4,11,210,3,5056.8,3600.44,1456.36
335,1,21,84,3,3230.34,2149.76,1080.58
336,1,12,246,5,7967.4,4401.15,3566.25
337,2,1,75,4,5864.56,3043.4,2821.16
338,5,23,342,5,10035.8,5516.98,4518.82
339,2,10,303,4,5676.0,3201.13,2474.87
340,2,22,224,4,11443.24,9067.57,2375.67
341,3,10,350,4,5676.0,3092.06,2583.94
342,1,24,81,5,2173.75,1151.31,1022.44
343,3,16,187,4,7468.16,5253.5,2214.66
344,2,9,114,5,14792.3,8566.67,6225.63
345,1,17,76,1,2257.06,1627.07,629.99
346,5,23,349,4,8028.64,4615.62,3413.02
347,5,24,320,3,1304.25,705.68,598.57
348,4,21,303,4,4307.12,2439.03,1868.09
349,4,14,108,5,8141.1,5078.68,3062.42
350,5,15,195,5,1181.05,821.16,359.89
351,2,24,133,5,2173.75,1582.01,591.74
352,2,7,203,4,7299.16,5466.87,1832.29
353,4,10,15,4,5676.0,4422.75,1253.25
354,1,24,219,5,2173.75,1686.09,487.66
355,2,9,60,2,5916.92,3711.62,2205.3
356,2,22,156,5,14304.05,10516.99,3787.06
357,5,11,347,5,8428.0,5149.11,3278.89
358,1,12,138,4,6373.92,3210.73,3163.19
359,3,22,45,3,8582.43,6835.21,1747.22
360,3,22,353,2,5721.62,3011.42,2710.2
361,2,5,52,1,2819.6,1428.05,1391.55
362,5,20,201,1,1923.35,1415.94,507.41
363,5,9,157,3,8875.38,6430.67,2444.71
364,1,16,117,3,5601.12,3556.66,2044.46
365,3,15,40,4,944.84,710.05,234.79
366,2,6,358,1,719.01,381.57,337.44
367,5,6,23,3,2157.03,1211.25,945.78
368,4,4,135,2,4751.9,3426.71,1325.19
369,2,22,314,3,8582.43,6543.01,2039.42
370,2,10,326,4,5676.0,3310.33,2365.67
371,1,29,7,5,5645.65,3170.66,2474.99
372,5,30,157,3,1690.95,1189.96,500.99
373,4,7,82,1,1824.79,974.46,850.33
374,2,4,76,5,11879.75,6170.76,5708.99
375,3,25,50,2,430.96,311.64,119.32
376,5,13,305,5,12808.1,7102.71,5705.39
377,1,11,228,3,5056.8,3052.52,2004.28
378,3,3,334,3,3274.8,2148.64,1126.16
379,5,13,86,5,12808.1,9088.76,3719.34
380,2,8,154,2,1537.14,1177.86,359.28
381,5,10,311,5,7095.0,3920.34,3174.66
382,2,3,79,1,1091.6,734.57,357.03
383,3,29,349,1,1129.13,597.79,531.34
384,5,13,130,1,2561.62,1610.23,951.39
385,5,22,311,5,14304.05,7769.19,6534.86
386,4,21,98,5,5383.9,3575.24,1808.66
387,2,14,274,3,4884.66,3224.94,1659.72
388,5,28,141,3,6295.95,3847.67,2448.28
389,3,2,169,1,1675.31,880.69,794.62
390,5,1,310,3,4398.42,3497.24,901.18
391,1,8,54,4,3074.28,2076.73,997.55
392,3,25,313,3,646.44,391.76,254.68
393,1,16,229,5,9335.2,5188.45,4146.75
394,3,3,12,1,1091.6,668.9,422.7
395,4,11,26,5,8428.0,4724.38,3703.62
396,2,25,132,1,215.48,127.09,88.39
397,3,15,302,4,944.84,639.9,304.94
398,3,3,192,5,5458.0,4173.73,1284.27
399,1,29,200,4,4516.52,2546.11,1970.41
400,2,26,140,3,2522.43,1751.69,770.74
401,1,11,297,1,1685.6,1286.11,399.49
402,1,28,164,2,4197.3,2916.94,1280.36
403,5,27,291,5,14163.65,8960.21,5203.44
404,1,10,136,1,1419.0,812.23,606.77
405,1,14,60,2,3256.44,1904.94,1351.5
406,1,8,351,1,768.57,606.0,162.57
407,2,9,119,1,2958.46,1563.58,1394.88
408,4,12,162,4,6373.92,4336.93,2036.99
409,1,5,253,4,11278.4,7526.37,3752.03
410,2,20,267,3,5770.05,3550.69,2219.36
411,1,4,327,3,7127.85,3697.44,3430.41
412,4,15,248,4,944.84,696.57,248.27
413,1,10,99,4,5676.0,3666.69,2009.31
414,2,20,77,3,5770.05,3186.84,2583.21
415,4,18,59,3,2456.16,1951.92,504.24
416,4,4,110,2,4751.9,3651.53,1100.37
417,5,18,15,4,3274.88,1647.64,1627.24
418,1,26,19,4,3363.24,2382.22,981.02
419,3,11,81,1,1685.6,1133.7,551.9
420,4,28,12,5,10493.25,7649.87,2843.38
421,2,18,193,1,818.72,558.25,260.47
422,2,28,157,2,4197.3,2409.42,1787.88
423,4,6,306,4,2876.04,1465.2,1410.84
424,5,16,121,3,5601.12,3872.85,1728.27
425,3,4,168,3,7127.85,4962.22,2165.63
426,2,10,171,1,1419.0,860.07,558.93
427,4,5,101,5,14098.0,10842.82,3255.18
428,2,4,340,5,11879.75,8952.86,2926.89
429,2,20,144,1,1923.35,1352.7,570.65
430,5,10,180,2,2838.0,1759.62,1078.38
431,4,26,89,1,840.81,588.54,252.27
432,3,17,124,1,2257.06,1730.61,526.45
433,4,4,24,3,7127.85,3904.29,3223.56
434,1,4,296,1,2375.95,1217.79,1158.16
435,4,8,230,2,1537.14,912.88,624.26
436,5,4,75,5,11879.75,7099.45,4780.3
437,3,13,189,4,10246.48,5701.46,4545.02
438,1,10,214,4,5676.0,3742.66,1933.34
439,2,3,294,4,4366.4,2426.68,1939.72
440,5,15,35,4,944.84,628.74,316.1
441,5,1,116,3,4398.42,2216.66,2181.76
442,2,19,216,4,5765.28,3767.44,1997.84
443,2,8,103,3,2305.71,1387.69,918.02
444,1,2,124,5,8376.55,4256.83,4119.72
445,3,12,220,1,1593.48,1169.66,423.82
446,4,23,13,4,8028.64,4960.06,3068.58
447,3,22,354,3,8582.43,5467.5,3114.93
448,2,26,49,4,3363.24,1690.47,1672.77
449,4,19,259,3,4323.96,3338.51,985.45
450,4,27,305,2,5665.46,2933.53,2731.93
451,2,6,159,5,3595.05,2537.23,1057.82
452,1,11,312,2,3371.2,2659.13,712.07
453,2,16,148,3,5601.12,4244.19,1356.93
454,1,21,96,1,1076.78,557.38,519.4
455,2,4,254,4,9503.8,5599.09,3904.71
456,4,30,27,4,2254.6,1167.87,1086.73
457,1,18,155,2,1637.44,981.03,656.41
458,2,24,273,4,1739.0,1092.18,646.82
459,2,29,178,4,4516.52,2981.28,1535.24
460,5,27,170,2,5665.46,4105.07,1560.39
461,4,10,276,3,4257.0,2460.53,1796.47
462,3,13,282,4,10246.48,7607.32,2639.16
463,4,26,104,1,840.81,548.78,292.03
464,5,10,333,2,2838.0,1531.18,1306.82
465,3,5,133,1,2819.6,1606.3,1213.3
466,2,15,206,3,708.63,394.34,314.29
467,1,11,231,4,6742.4,3374.81,3367.59
468,2,16,252,3,5601.12,3685.1,1916.02
469,5,17,186,4,9028.24,5523.49,3504.75
470,5,2,209,1,1675.31,927.89,747.42
471,2,23,270,4,8028.64,6089.92,1938.72
472,3,3,195,4,4366.4,2658.85,1707.55
473,2,20,320,1,1923.35,1377.43,545.92
474,3,6,199,4,2876.04,1876.56,999.48
475,5,16,73,4,7468.16,3907.21,3560.95
476,1,17,297,3,6771.18,4820.56,1950.62
477,1,29,109,2,2258.26,1217.32,1040.94
478,3,8,99,5,3842.85,2420.73,1422.12
479,2,15,129,2,472.42,331.85,140.57
480,1,14,51,3,4884.66,3090.43,1794.23
481,3,22,273,1,2860.81,2084.6,776.21
482,5,25,188,2,430.96,331.69,99.27
483,1,26,250,3,2522.43,1756.37,766.06
484,2,9,82,3,8875.38,4768.91,4106.47
485,3,19,269,4,5765.28,4581.88,1183.4
486,4,27,135,4,11330.92,8405.97,2924.95
487,3,9,201,2,5916.92,4529.1,1387.82
488,1,2,167,4,6701.24,3628.43,3072.81
489,1,22,61,1,2860.81,1958.19,902.62
490,3,24,305,2,869.5,637.34,232.16
491,5,27,178,2,5665.46,3077.16,2588.3
492,4,26,163,3,2522.43,1731.47,790.96
493,1,7,261,1,1824.79,1330.25,494.54
494,1,5,171,4,11278.4,5982.32,5296.08
495,5,29,10,4,4516.52,2869.24,1647.28
496,4,5,304,2,5639.2,3183.8,2455.4
497,4,12,181,1,1593.48,1144.7,448.78
498,3,9,65,5,14792.3,11753.41,3038.89
499,4,8,235,5,3842.85,2984.78,858.07
500,3,24,276,5,2173.75,1527.35,646.4
501,1,29,247,3,3387.39,2532.52,854.87
502,4,3,62,2,2183.2,1701.52,481.68
503,3,8,199,4,3074.28,2211.67,862.61
504,2,25,49,2,430.96,276.77,154.19
505,4,7,209,2,3649.58,2831.89,817.69
506,1,16,245,3,5601.12,3358.33,2242.79
507,2,30,85,2,1127.3,802.55,324.75
508,2,17,314,3,6771.18,5176.0,1595.18
509,4,16,305,1,1867.04,1128.35,738.69
510,2,10,331,5,7095.0,5528.95,1566.05
511,3,26,349,1,840.81,536.78,304.03
512,3,25,72,3,646.44,348.47,297.97
513,5,23,103,2,4014.32,2183.67,1830.65
514,3,27,355,4,11330.92,8202.4,3128.52
515,4,3,254,1,1091.6,568.41,523.19
516,2,24,258,4,1739.0,1113.86,625.14
517,5,21,341,2,2153.56,1607.88,545.68
518,5,2,31,3,5025.93,2781.87,2244.06
519,5,22,238,1,2860.81,2034.65,826.16
520,5,21,39,5,5383.9,3668.5,1715.4
521,3,21,149,2,2153.56,1490.25,663.31
522,4,4,177,4,9503.8,5398.56,4105.24
523,2,1,98,3,4398.42,2519.39,1879.03
524,1,8,294,5,3842.85,2760.71,1082.14
525,1,24,352,4,1739.0,1250.15,488.85
526,1,18,243,3,2456.16,1954.09,502.07
527,2,30,228,4,2254.6,1758.41,496.19
528,2,11,131,5,8428.0,5034.69,3393.31
529,5,16,183,5,9335.2,6025.44,3309.76
530,4,9,7,3,8875.38,7006.21,1869.17
531,1,17,11,3,6771.18,3499.45,3271.73
532,4,19,219,2,2882.64,2213.86,668.78
533,5,22,292,1,2860.81,1663.04,1197.77
534,5,11,255,4,6742.4,3449.32,3293.08
535,5,7,219,3,5474.37,2778.46,2695.91
536,4,13,261,5,12808.1,10061.75,2746.35
537,5,7,112,4,7299.16,3771.29,3527.87
538,2,3,224,1,1091.6,554.26,537.34
539,4,26,3,2,1681.62,1062.67,618.95
540,4,6,319,1,719.01,519.6,199.41
541,1,22,8,4,11443.24,6050.36,5392.88
542,5,5,139,2,5639.2,3040.1,2599.1
543,2,11,41,2,3371.2,2017.14,1354.06
544,4,2,86,2,3350.62,1685.89,1664.73
545,5,3,240,3,3274.8,1653.68,1621.12
546,2,8,274,5,3842.85,2702.78,1140.07
547,5,6,349,5,3595.05,2365.9,1229.15
548,1,9,290,5,14792.3,9829.11,4963.19
549,2,5,209,5,14098.0,10444.54,3653.46
550,4,21,141,3,3230.34,1721.01,1509.33
551,2,29,114,5,5645.65,4504.87,1140.78
552,3,25,336,3,646.44,428.9,217.54
553,3,9,140,3,8875.38,5769.97,3105.41
554,2,3,2,3,3274.8,1966.69,1308.11
555,1,13,272,4,10246.48,6076.01,4170.47
556,4,20,78,1,1923.35,1266.16,657.19
557,3,3,4,3,3274.8,1676.7,1598.1
558,1,16,362,1,1867.04,1113.56,753.48
559,1,23,289,5,10035.8,7317.77,2718.03
560,3,29,345,5,5645.65,2980.05,2665.6
561,2,21,119,4,4307.12,3178.09,1129.03
562,4,26,259,2,1681.62,1091.1,590.52
563,3,24,230,2,869.5,596.86,272.64
564,5,29,44,2,2258.26,1529.97,728.29
565,2,9,216,2,5916.92,3589.74,2327.18
566,5,24,141,3,1304.25,730.96,573.29
567,3,27,135,4,11330.92,7245.99,4084.93
568,4,7,19,1,1824.79,955.0,869.79
569,4,9,292,4,11833.84,8502.44,3331.4
570,4,20,113,4,7693.4,4110.16,3583.24
571,5,22,52,1,2860.81,1589.6,1271.21
